,means,stds
276,0.00757702,0.033901205
277,-0.024559014,0.039306108
278,-0.00586934,0.029186984
279,-0.102136859,0.030156206
280,0.014498091,0.032556593
281,0.015853377,0.046214457
282,-0.023170321,0.02812213
283,-0.014525363,0.027545267
284,-0.017591379,0.026387609
285,0.003717126,0.033808827
286,0.011577654,0.030048843
287,0.009570932,0.029002158
288,-0.003244683,0.030043472
289,0.017074145,0.031124666
290,0.011633075,0.029977142
291,0.044364614,0.032680259
292,0.003431231,0.028410894
293,-0.014177917,0.033583287
294,0.134135166,0.079324819
295,-0.003605819,0.032480496
296,0.000744238,0.027524276
297,-0.028447165,0.030690156
298,0.020446359,0.028822328
299,0.026483019,0.027858532
300,0.01417345,0.028857485
301,0.005753835,0.027782875
302,-0.020460369,0.031231029
303,0.002467863,0.033957661
304,-0.002855054,0.030396487
305,0.007721494,0.027483043
306,-0.007410705,0.027570493
307,-0.004949128,0.031407161
308,0.000156126,0.034591978
309,0.045471504,0.041771095
310,0.00131867,0.027381175
311,0.00706932,0.026771341
312,-0.029326261,0.039690126
313,0.021108288,0.031426011
314,0.001095022,0.025852458
315,-0.022258236,0.032210028
316,0.005968249,0.034768596
317,0.016363757,0.035812288
318,-0.008168846,0.041713595
319,-0.007656281,0.02858695
320,0.007076,0.026834922
321,-0.01276951,0.039622227
322,0.004694237,0.031916425
323,0.023423428,0.034499196
324,0.024591167,0.028844787
325,-0.006344765,0.029763728
326,-0.010207403,0.038830034
327,0.005317545,0.033742854
328,0.002738049,0.03165725
329,-0.024280168,0.027556378
330,-0.00412951,0.030931604
331,-0.012529554,0.034052229
332,-0.010056693,0.025042072
333,-0.024171228,0.030815652
334,-0.024769054,0.037630217
335,0.022306672,0.048437492
336,-0.022357113,0.026922033
337,0.039294489,0.030928179
338,-0.008577585,0.02608542
339,0.01459177,0.03315041
340,-0.030371344,0.033114312
341,0.019838437,0.024071082
342,0.006824806,0.026894024
343,0.019854891,0.028955257
344,0.021995366,0.030595305
345,0.024730378,0.039510793
346,-0.008004083,0.027826636
347,-0.008208641,0.029940745
348,-0.001523221,0.03120261
349,0.033849051,0.035587787
350,-0.009547863,0.026442583
351,0.009091316,0.030908651
352,-0.015744929,0.032090179
353,-0.014162708,0.035997674
354,0.012245668,0.030616237
355,-0.020543121,0.035216459
356,-0.037117914,0.02725859
357,0.021744341,0.034889871
358,-0.002143677,0.032313719
359,0.01863008,0.029856212
360,-0.01008501,0.031762659
361,-0.001244123,0.029027327
362,-0.004999789,0.026724124
363,-0.012578845,0.028176935
364,-0.002957518,0.027008861
365,0.010663149,0.037378754
366,-0.050633159,0.034984493
367,0.014854061,0.036884992
368,0.021839486,0.030352698
369,-0.010223791,0.031726374
370,-0.033119064,0.025497854
371,0.003226988,0.032482322
372,-0.010965356,0.031615684
373,-0.014422243,0.026868212
374,-0.011011107,0.02900433
375,0.004264373,0.028173665
376,-0.009595645,0.031372811
377,0.007266529,0.030861234
378,0.008981429,0.029473536
379,0.004071924,0.038268326
380,-0.005883176,0.031448978
381,0.019926189,0.029765983
382,0.003620737,0.030640072
383,-0.004828495,0.031656307
384,0.001763125,0.02904572
385,-0.003347331,0.030766028
386,0.003402215,0.029479724
387,-0.003025742,0.037101182
388,-0.017761997,0.031421608
389,-0.010421142,0.030201759
390,0.000880773,0.03016471
391,0.004328721,0.066478931
392,-0.008006073,0.027783271
393,-0.035025454,0.030771536
394,0.005474473,0.026925545
395,0.041545574,0.039498913
396,0.007474002,0.031739045
397,0.003857728,0.032533384
398,-0.003475249,0.032430051
399,-0.000529791,0.035128353
400,0.003294954,0.027705883
401,0.010240913,0.030865607
402,0.067877694,0.066958378
403,0.019920689,0.036766402
404,-0.034301752,0.034270383
405,-0.09882064,0.01744168
406,0.020960084,0.038988333
407,0.048786179,0.03186515
408,0.000944213,0.028267414
409,-0.050863192,0.043665064
410,-0.009826701,0.028007875
411,-0.016699601,0.028775748
412,-0.003513034,0.033367505
413,-0.008259061,0.028764391
414,-0.012370033,0.033587259
415,0.001705052,0.027316293
416,-0.010137047,0.031410336
417,0.007544998,0.031425393
418,-0.017579,0.032212789
419,-0.00624661,0.036310477
420,0.021231951,0.030820718
421,-0.014186793,0.044161877
422,-0.000765591,0.030568389
423,-0.002551681,0.031757967
424,0.020682605,0.030782524
425,0.000809402,0.029901809
426,-0.001402525,0.028505627
427,0.008935762,0.027425161
428,-0.012148591,0.032926104
429,0.000627706,0.030419848
430,-0.035820664,0.064388939
431,-0.024516646,0.033681011
432,-0.008042347,0.029448557
433,0.000204424,0.036739229
434,-0.003635566,0.031965363
435,-0.014165558,0.040141615
436,0.015818563,0.061569804
437,0.124588913,0.043434044
438,-0.022248824,0.027953431
439,-0.011448099,0.031602563
440,-0.003072106,0.028109972
441,0.011358007,0.031559404
442,0.012277984,0.026959716
443,0.115574333,0.014472585
444,0.000609792,0.033137352
445,-0.003263063,0.039059948
446,-0.006127661,0.030782561
447,-0.022367294,0.028516174
448,0.002989341,0.028777353
449,0.001928158,0.028488361
450,0.010437528,0.027224345
451,-0.006942029,0.031005291
452,0.005179683,0.031940137
453,-0.00086304,0.025529058
454,0.01208968,0.028160628
455,-0.000871735,0.034002872
456,-0.015549756,0.039188324
457,-0.007325642,0.033050364
458,0.006303074,0.031233287
459,0.017371245,0.033454677
460,-0.018398208,0.029659712
461,-0.001533567,0.036626592
462,0.020047198,0.038049181
463,0.017357289,0.030298699
464,-0.019371473,0.034900115
465,-0.029759949,0.028410659
466,0.037394527,0.033527378
467,0.013084338,0.034009071
468,0.036734701,0.046683349
469,0.005915339,0.030226721
470,0.010445348,0.04314254
471,-0.001870853,0.030317256
472,0.011521634,0.029567935
473,-0.004942526,0.027432304
474,-0.007105779,0.029543701
475,0.001561777,0.027819861
476,0.012579872,0.028885213
477,0.016368583,0.040510525
478,0.018013523,0.0349204
479,-0.022433257,0.029460651
480,0.001644215,0.037764797
481,-0.009616969,0.034866033
482,-0.00548246,0.028099259
483,-0.015745255,0.028620793
484,-0.020286668,0.034570669
485,-0.007608049,0.0418748
486,0.006468755,0.034261456
487,-0.008567811,0.030385682
488,-0.017964126,0.02996345
489,-0.011051556,0.032128172
490,-0.020854077,0.030401999
491,0.042659842,0.037824759
492,-0.003412829,0.031515092
493,-0.01923983,0.024112252
494,0.009794084,0.027518043
495,0.004966745,0.033952562
496,-0.004585055,0.028900256
497,0.024921935,0.029571156
498,-0.016956018,0.032680742
499,0.020444014,0.037348323
500,-0.027069907,0.045417259
501,-0.01531135,0.026912457
502,-0.010701564,0.032325371
503,-0.056418327,0.047015227
504,-0.048751429,0.028330125
505,-0.00752455,0.028185775
506,0.004013956,0.029770821
507,0.016130684,0.046860034
508,0.020267564,0.029351836
509,0.011276851,0.027005157
510,-0.001807368,0.02967089
511,0.017784783,0.038795716
512,-0.00685566,0.027660149
513,-0.013462089,0.032731709
514,-0.02006312,0.028836018
515,-0.006510405,0.0326118
516,0.019284333,0.028735989
517,0.003489104,0.037831368
518,0.01175683,0.029476858
519,-0.001465746,0.025296042
520,-0.013434821,0.031622751
521,0.050435562,0.047905432
522,0.000449804,0.032376499
523,-0.00946724,0.045461581
524,-0.009207598,0.03882667
525,-0.029601073,0.038038689
526,0.010484489,0.030023387
527,-0.014538841,0.027398284
528,0.008530791,0.032574014
529,0.004198956,0.029351983
530,0.012063355,0.033929167
531,-0.008058504,0.027023525
532,0.021635769,0.042929176
533,0.019481689,0.032323299
534,0.003984619,0.032268978
535,0.000343388,0.028990117
536,-0.034116051,0.030928644
537,-0.042586117,0.055483961
538,-0.005575527,0.035262648
539,0.022736047,0.032685247
540,0.012523797,0.030725439
541,0.011748435,0.032735234
542,-0.002674834,0.032554478
543,-0.017141518,0.028259293
544,-0.024036279,0.033414256
545,-0.00796645,0.033816159
546,0.013167746,0.029068567
547,-0.011675016,0.027884147
548,0.00176919,0.030297653
549,-0.010019179,0.029277063
550,-0.026000039,0.028414993
551,-0.016901519,0.026343728
552,-0.010216084,0.031282447
553,0.004329196,0.03291607
554,-0.008543241,0.032987688
555,-0.030610461,0.029056131
556,-0.048579594,0.03147206
557,-0.000842412,0.026610571
558,0.004191608,0.029322412
559,-0.009576024,0.029024324
560,-0.035310179,0.046697832
561,-0.007700588,0.021327504
562,0.011110798,0.027608318
563,0.00061929,0.029044121
564,0.019235561,0.031127209
565,0.023301796,0.032539899
566,-0.00471144,0.02855696
567,-0.008034475,0.02729124
568,0.033214784,0.07397781
569,0.029812536,0.037220743
570,0.018529325,0.031801036
571,0.001266132,0.028212934
572,0.024531434,0.030644543
573,-0.006479139,0.031981671
574,-0.009934241,0.027601668
575,0.009591973,0.027616333
576,-0.01405888,0.029024464
577,-0.018319933,0.028584546
578,-0.002148821,0.040319034
579,0.002240418,0.032651173
580,0.021622824,0.032736476
581,0.001199584,0.032188905
582,-0.007512262,0.029978912
583,-0.01184359,0.029836554
584,-0.001661177,0.028850219
585,0.011183313,0.02759221
586,0.002890696,0.027241715
587,-0.016639741,0.027024513
588,0.004188215,0.02865975
589,0.020150751,0.064330435
590,-0.009505582,0.029737788
591,-0.001045548,0.064977231
592,0.022363322,0.025888393
593,-0.003786764,0.029339049
594,-0.006448523,0.032865843
595,0.019003319,0.031522446
596,-0.004640783,0.031087401
597,-0.002024084,0.027863831
598,0.009408063,0.030560655
599,-0.000930959,0.029047396
600,0.015064681,0.033728398
601,0.000862477,0.026456018
602,-0.007500454,0.031262278
603,0.041907777,0.032325104
604,-0.013791702,0.02939319
605,-0.010868599,0.033631169
606,0.012267065,0.037401409
607,-0.02406284,0.031776404
608,-0.013385151,0.031743781
609,-0.003363945,0.029022124
610,-0.004514004,0.029071216
611,0.015554994,0.033087776
612,-0.001328253,0.030081279
613,-0.01879363,0.027668797
614,0.047436258,0.038373616
615,0.140827859,0.011908379
616,-0.001932761,0.036182826
617,0.003278713,0.031930327
618,0.007667647,0.036771044
619,-0.011775058,0.036943322
620,-0.01126298,0.029749204
621,-0.003422814,0.03124659
622,0.011316386,0.061840352
623,-0.001261721,0.030252212
624,0.019285459,0.030864829
625,-0.019029883,0.03335801
626,-0.001423965,0.03165293
627,0.007236329,0.030288467
628,-0.020599677,0.027401506
629,-0.000164671,0.030819799
630,0.048240343,0.041984869
631,0.005215141,0.039873007
632,-0.004586981,0.02782156
633,-0.011071974,0.030343712
634,0.015327013,0.031460309
635,-0.000605828,0.039276346
636,0.017159801,0.041567453
637,-0.01737462,0.027644007
638,0.006696612,0.032794097
639,0.009773324,0.029171343
640,-0.01775709,0.037886382
641,-0.011031541,0.032284021
642,0.011014297,0.045338104
643,0.002434135,0.032464917
644,-0.031220855,0.030564378
645,0.004615319,0.027735596
646,-0.005771166,0.035997659
647,0.00949959,0.027766006
648,-0.049349515,0.031714196
649,0.005389401,0.0337913
650,0.013583305,0.030501793
651,-0.011660111,0.03219592
652,-0.008140656,0.027552998
653,0.02065382,0.037824808
654,-0.02154653,0.028379565
655,-0.024734207,0.028437945
656,0.025271426,0.028143974
657,0.016357355,0.040131864
658,0.002046388,0.031625631
659,-0.009560285,0.034592669
660,-0.005773308,0.03084702
661,-0.024651192,0.043977107
662,0.006810437,0.030340309
663,-0.016732468,0.033727678
664,0.016676935,0.03138507
665,-0.004606623,0.031237195
666,-0.01613777,0.031826371
667,-0.015266749,0.028001921
668,0.008397801,0.035194969
669,0.022633486,0.027261789
670,0.033914125,0.035197739
671,-0.003295118,0.026966647
672,0.021319211,0.032523
673,-0.001782291,0.032930541
674,0.002929313,0.034285553
675,-0.030667951,0.032654564
676,-0.019218309,0.028784099
677,0.002094161,0.031888424
678,-0.010287144,0.042175277
679,0.014675606,0.031552139
680,0.00184651,0.030527067
681,0.011133516,0.031868606
682,-0.009639438,0.029178158
683,0.075948159,0.044821137
684,0.002822973,0.030029662
685,0.010687552,0.032227809
686,0.016666604,0.028101927
687,-0.003659926,0.031974899
688,0.026895951,0.031356925
689,-0.012764063,0.027458471
690,-0.01020637,0.028428127
691,0.004491736,0.03251083
692,0.013125938,0.033890204
693,-0.014471612,0.028341298
694,0.003751611,0.03744389
695,-0.011114309,0.033322598
696,0.00867844,0.03113365
697,0.000317325,0.02930198
698,-0.051817463,0.028238277
699,0.00662741,0.031533488
700,0.021205995,0.030272023
701,0.003794366,0.032435376
702,-0.002574385,0.032467341
703,0.017037285,0.030507827
704,-0.000807414,0.032522129
705,-0.01430866,0.030574344
706,-0.008283084,0.035159649
707,0.007828061,0.034751904
708,0.024051695,0.030658928
709,0.005805857,0.028458646
710,-0.010033515,0.028472291
711,-0.007115774,0.03823654
712,0.018843927,0.031729718
713,0.008844922,0.027509618
714,0.018783568,0.028799246
715,-0.020507791,0.03545491
716,0.017453871,0.029822074
717,0.001127402,0.030067257
718,-0.002079566,0.027678177
719,-0.003000883,0.027314741
720,-0.014253166,0.029012201
721,-0.019025946,0.037777466
722,-0.000659699,0.028640585
723,-0.008935304,0.036175547
724,0.016286024,0.031256224
725,0.00567127,0.032177096
726,-0.002142111,0.029210976
727,0.000731708,0.027650038
728,-0.010635227,0.030238823
729,-0.011372183,0.028824068
730,-0.028824261,0.029576349
731,0.007481483,0.039575016
732,-0.020643466,0.037379658
733,-0.014790443,0.038526426
734,-0.013534482,0.026967159
735,0.001255425,0.029356314
736,0.01885745,0.02795227
737,-0.012231684,0.027919137
738,-0.003641715,0.026826511
739,0.047403201,0.037704773
740,0.011185764,0.027189419
741,0.010626847,0.03010999
742,0.019275181,0.031148747
743,-0.006086497,0.030809697
744,0.020035715,0.048055896
745,-0.019599124,0.02888388
746,-0.01458595,0.030257762
747,-0.006100561,0.031398651
748,0.015597771,0.031276691
749,0.00326965,0.031212081
750,0.002673756,0.032443733
751,0.044939181,0.044528967
752,-0.013831315,0.027925359
753,-0.048006948,0.040969044
754,0.016227895,0.029786679
755,0.005255631,0.024685648
756,0.003233863,0.03008121
757,0.005127428,0.026416792
758,-0.000668625,0.03201173
759,-0.001244896,0.030520117
760,0.009319587,0.028974199
761,-0.01900571,0.035570171
762,0.004064319,0.031794296
763,0.009207647,0.032665896
764,0.018929628,0.032169861
765,-0.006314091,0.033444765
766,0.040343841,0.054728862
767,-0.000823172,0.032488589
768,-0.000481542,0.029759769
769,0.00804546,0.033549022
770,-0.019538609,0.034109969
771,0.020789844,0.035746295
772,-0.006253314,0.028728556
773,-0.00256264,0.029327766
774,0.004889146,0.031231598
775,0.010092036,0.028072605
776,-0.026407143,0.032569389
777,0.002784657,0.026627641
778,0.006882306,0.029719011
779,0.010839092,0.060357421
780,-0.004963272,0.028185542
781,0.007040755,0.033912454
782,-0.01911857,0.035561556
783,-0.013075198,0.034731197
784,0.020500165,0.030624604
785,-0.047033773,0.079524115
786,-0.000222775,0.027896283
787,-0.026183542,0.028719874
788,0.001188235,0.032062417
789,0.02304014,0.03646032
790,0.019302806,0.028933025
791,-0.004772022,0.026378103
792,-0.053793655,0.064063753
793,0.052518767,0.032240428
794,-0.006904421,0.033986785
795,0.014891291,0.028974832
796,-0.003588298,0.032244245
797,0.030145047,0.038269855
798,-0.006504299,0.02913217
799,-0.019531004,0.030279785
800,0.011931244,0.028822093
801,-0.003812516,0.035020615
802,0.019967323,0.036922152
803,0.031569026,0.026365412
804,-0.00074325,0.024882766
805,-0.027175132,0.031915823
806,-0.013152604,0.027889657
807,-0.010699052,0.037332573
808,0.003642492,0.031075093
809,0.008364265,0.028862599
810,0.007525799,0.030056393
811,0.016841499,0.029882359
812,0.00430931,0.031926578
813,0.020217844,0.030406796
814,0.12285193,0.007721591
815,-0.006405894,0.028778329
816,-0.004500191,0.030739712
817,-0.049922154,0.044861902
818,0.023418158,0.036218015
819,-0.004086777,0.029794925
820,-0.001762165,0.028707792
821,-0.000523274,0.033064109
822,0.026410454,0.030599172
823,0.007566411,0.03133477
824,-0.011259202,0.028721636
825,0.014009681,0.036631612
826,0.01984262,0.028589689
827,0.003772989,0.031582958
828,0.001175027,0.032023852
829,-0.001743953,0.027954826
830,-0.017587161,0.027838846
831,0.00525797,0.027958167
832,0.011550065,0.029758515
833,-0.020599112,0.031474618
834,-0.012294074,0.026986603
835,-0.04249381,0.023821277
836,0.027115896,0.032352746
837,0.093172256,0.045972878
838,-0.000632199,0.028809781
839,-0.01060189,0.03322077
840,-0.002258448,0.033650817
841,-0.015249527,0.029402858
842,0.012556964,0.034327309
843,0.011808792,0.028326868
844,-0.008425243,0.027880474
845,0.008250891,0.039129195
846,-0.025022219,0.033139612
847,-0.0139856,0.027413682
848,-0.000203194,0.032922145
849,0.014437447,0.030092178
850,0.025367865,0.032170271
851,-0.022871013,0.035419956
852,0.009630792,0.030295729
853,-0.014035015,0.027237796
854,-0.021744146,0.032818341
855,0.01325976,0.024660008
856,-0.010419919,0.02982626
857,-0.026886263,0.046584381
858,0.028282597,0.033346157
859,-0.025880516,0.032551921
860,-0.015061948,0.034300117
861,0.00929593,0.027346462
862,0.015511184,0.027076978
863,-0.019113528,0.028597008
864,-0.005977039,0.026380271
865,-0.01401125,0.031298792
866,-0.010188837,0.034019212
867,0.011798839,0.03082756
868,-0.005009726,0.026739315
869,-0.005607929,0.050015796
870,0.014623691,0.034345132
871,-0.006530093,0.033655963
872,0.001826326,0.036758839
873,0.042363049,0.03237913
874,0.008731136,0.030708157
875,-0.054340619,0.037124429
876,-0.000541174,0.028850306
877,-0.005079585,0.027317787
878,-0.014490006,0.039835666
879,-0.03203574,0.036469016
880,0.004621553,0.027661009
881,-0.014850289,0.030652296
882,-0.029807019,0.031527827
883,0.013226971,0.028588889
884,0.010041483,0.033688765
885,-0.003316479,0.027564259
886,0.035936858,0.056023891
887,0.0010662,0.025908446
888,-0.001641514,0.030404036
889,0.015247417,0.033326277
890,0.001813885,0.027783766
891,-0.000884335,0.03509662
892,0.015817095,0.028709797
893,-0.022046483,0.030472686
894,-0.002246117,0.032032506
895,0.002180848,0.028549179
896,0.006345637,0.027267904
897,0.008856722,0.035809109
898,0.108769469,0.007344988
899,0.006118555,0.029809887
900,-0.030379095,0.032740424
901,0.038018646,0.032554328
902,-0.072911103,0.029127221
903,-0.000921709,0.027388874
904,-0.037284013,0.019878379
905,-0.003462691,0.031509312
906,-0.015684061,0.027946877
907,0.015013303,0.036044348
908,0.020676003,0.027939712
909,-0.021358941,0.032406874
910,-0.007488468,0.028971573
911,-0.023578253,0.025113733
912,-0.005907493,0.031485397
913,0.084152266,0.043271538
914,-0.02486017,0.032393235
915,0.014994828,0.02759869
916,-0.054445777,0.027971179
917,-0.024506368,0.04544473
918,0.000141352,0.031694036
919,-0.002262277,0.032591721
920,0.00183584,0.033149123
921,0.007666634,0.034297362
922,0.00041691,0.031041024
923,-0.025779212,0.036638152
924,-0.00202144,0.028401628
925,-0.009053662,0.027404511
926,0.017171891,0.033054064
927,-0.001499962,0.03544218
928,0.019075774,0.027441938
929,0.001290837,0.025360376
930,0.000992803,0.027388565
931,0.004909503,0.03366083
932,0.003403203,0.026271618
933,0.002893482,0.025155187
934,-0.012901715,0.028118159
935,0.022903618,0.024878758
936,0.012835549,0.031151392
937,-0.012573384,0.030239983
938,0.018973402,0.031191846
939,0.004839537,0.039898514
940,-0.011710487,0.028986087
941,-0.004210454,0.029544636
942,0.005007801,0.028213998
943,-0.015350653,0.030052801
944,0.025154021,0.030168386
945,-0.021605816,0.02907013
946,-0.004744332,0.031619611
947,-0.105404822,0.016069631
948,-0.011147191,0.034442661
949,0.004669391,0.034716371
950,-0.01584703,0.033044134
951,-0.006591742,0.030259806
952,-0.005471255,0.026259215
953,-0.07569292,0.057060101
954,-0.005909319,0.03698682
955,-0.01203016,0.025959181
956,0.01539574,0.026679457
957,0.021675076,0.031148304
958,-0.002403742,0.02801942
959,-0.023652684,0.03186924
960,0.01834121,0.029793863
961,0.01547742,0.034207269
