,means,stds
962,-0.000501034,0.031337579
963,0.005902773,0.03348992
964,0.006923227,0.035077089
965,-0.051314971,0.031459575
966,-0.019305688,0.068148316
967,0.014060561,0.031226473
968,-0.011620011,0.026561079
969,0.010597629,0.029677897
970,0.034868158,0.028189184
971,-0.007161274,0.027574016
972,0.002494481,0.030480521
973,-0.014765601,0.033426308
974,-0.009242289,0.029870663
975,0.03461842,0.062217247
976,-0.009849733,0.029583061
977,0.018689181,0.026231665
978,-0.031567566,0.033762578
979,-0.009466683,0.028448761
980,0.005507718,0.029847515
981,0.034650861,0.03694488
982,0.014416042,0.029216386
983,-0.014512131,0.029868648
984,0.026333614,0.032869023
985,-0.009783879,0.031315891
986,-0.028599357,0.040237712
987,0.007970507,0.02788746
988,0.005714052,0.025727305
989,0.007798896,0.028459477
990,0.00132547,0.026954669
991,-0.004663168,0.028579701
992,0.031202715,0.028861119
993,0.000796084,0.029026724
994,-0.005999721,0.027810796
995,-0.022592834,0.033261041
996,-0.016325587,0.032286154
997,-0.034766632,0.027803732
998,0.013163017,0.035125344
999,-0.005970666,0.03151795
1000,0.01750684,0.026111543
1001,-0.004413355,0.025293222
1002,0.003684112,0.031083085
1003,-0.006744875,0.031043033
1004,0.119501678,0.010364237
1005,0.008162981,0.03419657
1006,0.032459538,0.032277435
1007,0.004982964,0.027466331
1008,-0.010660661,0.028783264
1009,-0.014210393,0.038967403
1010,-0.01966348,0.033268824
1011,-0.024738843,0.041383958
1012,0.02090591,0.040114805
1013,0.001051601,0.029310942
1014,-0.030993555,0.030041351
1015,-0.013406221,0.026316268
1016,-0.002236666,0.033807425
1017,-0.03356717,0.039423549
1018,0.028130336,0.03166442
1019,-0.002873594,0.034907515
1020,-0.0200775,0.028728754
1021,-0.009503574,0.031532504
1022,0.016133332,0.032766439
1023,0.022565048,0.029155581
